Read	ReadCov:RAW	ReadCov:PHMM
48f03c41-be60-4307-80e6-d01b11b04107	91.937	99.367
48f06b2d-bf7d-4e13-9ea9-8af3fbcbde8e	78.520	98.356
48f167c6-a046-4bed-b955-1bf59b93b436	76.379	98.718
48f2bc14-b29c-479c-bfaa-9f3464dc9cc7	89.007	99.442
48f483fa-21ac-4264-b14e-ad9cfd9977f6	80.144	99.702
48f59267-7689-4a02-8c07-3ae023ec8d94	77.358	99.136
48fdc5fb-186b-47e2-aeab-a17ff0e2c0fc	71.652	98.801
48ff6ef4-4fe7-45c7-a43c-2c64a172c815	77.036	99.655
49008fcb-d8f3-41f8-bbf4-7eaa677478ef	57.869	98.354
49025ace-e434-447a-b936-fb4734377aaa	79.594	99.403
4906ea8f-c726-41db-961f-60dd5126f2c2	75.325	97.936
490845fb-5653-4ad4-a6df-820049e97187	92.681	99.907
49087a5d-151d-49c1-afff-4bbf19160939	74.486	98.014
49097c7e-7422-4cbf-97da-a6c02044a3d3	74.203	99.389
490ea7f1-5fa1-4a5a-87fe-1046a7410c59	74.269	99.022
4912536e-4a57-49b7-ab3c-96d079dd21dd	75.857	99.459
49151b40-28a4-4b9a-8a87-94708c842bb9	67.041	99.169
49177279-b58e-46e9-a3a4-ccf26aa5825d	75.872	99.809
49203dbd-3e5c-4735-8828-08b494099ff8	75.809	99.327
4922f376-2329-4e2d-91cd-641ed3a3652c	86.446	94.928
49301d9f-b5fc-4042-96fc-d628253df1d8	76.447	98.955
49337786-c8e8-45c0-85a7-18682f517b81	78.512	98.227
4936490a-c845-4e6c-9874-a054a319fffe	73.333	99.567
493a0e17-9078-4e7a-8dac-424f52be580a	71.949	99.341
493b412d-c226-42c9-b447-78fde24e8ac3	73.107	96.531
494345a2-29a7-4dd7-9dfd-f11c89388669	76.447	99.474
4949b46f-4e43-4103-b652-429461a1abdf	72.973	99.344
494b490f-bde4-44f9-86b2-f44b2843aeec	77.746	97.996
494cd8c0-1537-425b-89b1-5a36f6863964	73.794	99.563
49573054-9c13-4b1e-a081-5ef01da4a992	81.615	99.740
49578317-ceaf-4f9c-abda-5eca65b50b5d	71.302	97.566
4957e7ea-94c2-406c-b66c-9f3252c19ac8	78.242	98.548
49588212-d46e-438d-9ea8-f4c1cb1d5640	75.652	98.864
495940ab-2304-4a55-8123-d3afde218bfc	76.488	99.060
4959bbf5-4ca2-417e-91bc-8a8bede44039	75.705	99.646
495c2a73-c320-449c-b1fb-4a60b65b0fc0	80.973	99.470
495e47f3-93b2-4a76-b1b4-21b6ba91eba4	66.016	81.923
4966dec1-e7b8-4516-97d0-a82cbf411664	79.805	99.393
49683877-b70b-4586-8e4f-3073ae27b8fc	76.293	99.624
49686bc4-1577-4af6-8598-c25f11850e1a	74.132	99.576
496cb216-98f9-499f-a8ee-bcdf102cf62e	73.222	99.179
4970afa7-4206-4fa8-8ec3-f8ef7e24b51c	77.582	99.651
497c393f-556e-4f36-b9c1-f933ca83f07e	82.744	99.871
497c9fab-3d2a-4238-920d-9bc8a7985b06	74.045	97.280
497f6257-554b-4be2-a50e-629cc3c2c48b	78.708	99.545
4982a305-7fec-425d-a019-1a2349b92a6a	71.763	98.925
498c340f-95f3-414d-9b02-9b411ab908c6	75.146	95.362
498e6cff-ede5-4414-adeb-ade6a59b75de	76.653	99.270
49969760-6f15-440f-9aa1-f594fe84792b	72.520	98.455
499bed30-0551-4a1d-a4f8-c70b9cb86b1f	72.698	99.338
499f31d7-44fa-41de-ba79-cddb74246d0a	72.466	98.156
49a24034-cb41-4c7e-962b-66cd08e87d8f	75.889	98.793
49a81821-0f25-42aa-83ab-ea696b7a211d	76.744	96.881
49b11605-aa6d-4c80-89b4-ccd0426933ae	73.065	97.629
49b2e863-e850-40b7-b591-04bad312fa8b	76.980	89.581
49b636b8-7d95-4152-83aa-abb064fda0af	72.555	99.138
49ba1ed1-86d5-495a-babd-400c6582749e	92.192	99.745
49bb5f61-e26b-4a68-9b72-e7419fc32b00	84.818	99.255
49bd1bab-e80f-4dcb-9c01-e422de475466	77.254	99.652
49bf9c93-8125-42dc-ba01-bc5b05bfb7b3	82.487	99.749
49c0b0b0-a5d3-4133-b1e8-36fe5e5a8dff	67.528	94.330
49c4f438-cd70-40b2-902d-8e201e53067d	67.833	90.244
49c695e4-3df4-4e64-81c7-b55a25f1beda	78.464	99.476
49cd8fe0-79ed-49f0-afc4-19c481cfb987	76.768	99.625
49d05d69-260c-45bf-baeb-f5ae1a5233b4	87.986	98.965
49d17e2c-a592-44e9-86d0-a5152148f3e3	73.736	99.123
49d846d8-7f3b-4a73-a60c-9585e7f4fcba	82.869	99.871
49dd023e-9082-475f-b780-2db8b1b53b36	76.297	98.195
49e6035f-5e77-48fe-b069-aac84ceb49a3	74.154	99.381
49f217a7-b828-42d9-860e-19040d277b64	81.478	99.872
49f7f3d2-0d78-43d0-83a8-6d6fe6a7244f	73.874	98.994
49f95345-d8cc-40b0-a23c-2eed3ae9a180	71.845	98.667
49f9fc38-d00b-4e94-886c-e4d59f8a11c9	72.625	97.831
49fb2b8d-92c8-462d-b076-59dbd9dc3c23	75.535	97.920
49fc44a7-ed60-4e53-9eda-fdcb7f35db73	89.568	99.923
4a068d35-b8ef-4d14-8b9b-bec7caa6108c	72.214	99.136
4a093229-7f57-485d-8954-5f75014afac4	74.157	99.568
4a099fd8-426e-4bf6-98e0-a3e1b475da13	76.667	99.308
4a145b8f-b8f9-457e-ae14-8cd242a8bf55	78.650	99.651
4a159839-2b72-4cbe-9bd0-734ae49160d1	76.548	98.308
4a1784ad-b41c-45b5-8b49-eaf5fb29a1c6	77.866	96.254
4a1e5c24-c40b-4404-868c-dd3a01b0af70	76.418	98.839
4a1e860f-bb93-48cf-ab01-18bf150d0f07	72.520	99.776
4a216a06-9215-452b-8651-a8e896bb6e88	82.568	99.622
4a23d858-4c6b-4721-828a-6f13fd0abd25	78.145	98.875
4a23e6e3-a8b2-4f14-b37c-485c253f6d70	80.685	98.361
4a2a2e9b-819e-4470-b9f2-20adffbcdaa6	56.757	97.674
4a2f101d-0056-4174-be7d-6c25ad5134ce	76.305	98.543
4a3512cb-4a47-40c7-a666-61f6ab74d1b8	74.030	99.396
4a3565e4-c768-49e6-8b4e-0fcaba2af87a	67.151	99.196
4a3600d4-a7c5-4852-a36f-db1e23bdc8ab	92.276	99.900
4a39a20d-fac2-48d6-ae7b-fcb4614ef301	80.378	97.704
4a3a0fcb-96d4-4cf9-8e17-27afbe2a27b9	76.463	99.480
4a3e5353-a11a-4493-844b-0eea13e2e5fa	73.621	98.008
4a415e93-14bd-4720-9318-6f25d4e5c12e	78.448	99.093
4a42a489-7ed4-44c4-b11d-e03895e26ced	73.886	99.586
4a4704c5-e826-404c-909e-1c899190b587	61.440	83.660
4a49d655-25b4-4586-a9aa-49d39e4e4e9e	76.040	99.623
4a4ff6c7-4a02-4046-838b-6a46ced2bcfe	74.230	99.348
4a59b18b-6ed9-4e68-8c8e-0fc464c2c761	88.644	99.845
4a5a084e-78ac-4703-8ff5-b81a1f04d0db	88.784	99.820
4a5ba304-b4d4-4982-8fc2-90e8715a4787	82.481	98.086
4a5e8f8b-e928-47c3-bf49-edc7baf75a72	72.846	99.335
4a67a189-5736-4ad0-92fd-b340f99426c8	69.472	93.764
4a6a3cfe-e322-41e9-ad01-bcacd0999b4f	76.724	99.440
4a708582-6d92-461e-ae32-8b5a8e047771	76.445	99.623
4a719bcf-9592-408c-ab0c-f3cf706f95ff	88.806	99.470
4a74406b-375a-43ec-871f-ef624f27aec0	76.393	99.808
4a760e9c-0aca-442e-a7eb-572246eda2ec	92.304	99.856
4a7a6d37-4f9d-44a1-9433-132d7a725df7	85.310	99.178
4a7c60b6-4a0b-494e-97cf-e9af945deece	85.430	99.578
4a7fab2a-380d-4da3-9fc4-89b8d15a30fb	79.049	98.519
4a876bc7-1038-4a62-80b6-ed81933b3213	91.144	99.307
4a8b4f6f-c902-4468-ab41-709e74859819	78.514	99.147
4a8fb1fd-7e59-4b11-9da0-3eb3c15921ca	74.488	100
4a952d64-8be8-4b8b-b864-85278b1d0a87	81.850	99.573
4a99477f-4136-42fc-bda6-481face3731d	76.584	99.286
4a9c7542-0ca6-4343-bf7b-7a64d7080162	74.962	99.592
4a9d1ef6-44bc-492d-873f-e8e8332e70ba	88.268	99.763
4a9fc481-6700-48f0-b77e-29d03f74ddf6	76.845	99.811
4aa73f02-0b29-4ed6-9105-43d221c9fb1d	73.618	99.149
4aab536f-36e4-43a3-9f6d-d74f8e77214d	70.615	97.447
4ab75508-955d-4d32-814e-af3c0f598691	73.997	98.915
4abd0938-989c-458a-abfc-306f84478e21	76.273	99.650
4ac13e78-3aed-4b5d-8b24-f6da651a182b	73.280	99.349
4ac280cb-1c75-4d65-b79b-6c9ebef15a19	76.218	99.069
4ac57379-248b-4f58-b224-19f973c4adef	73.547	97.955
4ac92b14-54d9-46d8-8f02-a152322e2145	79.222	98.788
4ac9b906-5786-4b2a-8fb4-07fe7da779d6	70.297	95.516
4acc9d66-9f5c-4796-8a9e-2047d5138679	81.363	98.831
4acf0601-cb65-4064-938d-9df0041a2fe3	73.779	99.779
4aeb4ad6-9e40-46cc-acec-d8fed7e01e54	73.155	98.520
4aec2872-d41f-4eb0-8534-bf6cf47cf4a1	82.169	99.747
4af12421-63ac-44dc-b0ea-88c7de78fd91	76.535	99.292
4af3e48d-1cef-4543-bc59-d168cec67368	74.742	99.606
4afa71b3-1b8f-4047-9630-e303656c1462	76.414	99.460
4afbccbf-badb-456b-bdfe-38dbe1a71e61	72.414	96.451
4afbd3df-7ccb-4fc0-af92-eca465fc9197	72.455	98.770
4afbe8bb-3d9d-4683-940f-3b779ed01a02	72.871	98.276
4afcb35d-0fa7-44d8-988a-fcccd7ef222b	67.675	89.662
4aff6d93-aeb5-4523-bbfd-d50fa8220634	72.990	99.127
4b0101fa-8551-45f7-9fe4-a408a00d84a2	77.673	99.480
4b05b165-a248-4477-a06a-4d3a2998cef4	92.342	99.903
4b0a2bf3-dd23-485a-b1ee-425a6c74546d	85.077	99.680
4b0f8acf-30de-48c1-950c-5c46ae11e5ee	73.548	99.556
4b167a7a-4b28-4dad-bd7c-3033027b1ccd	82.460	98.092
4b1b10d4-2e1a-4ec1-927f-d4598c0a65b3	79.830	99.848
4b1c9068-30b5-40bc-a259-a360f4419b44	72.995	98.022
4b22b728-8f3b-415a-b30b-c88113ce61b1	77.193	100
4b23162d-ee31-4154-aee1-3367baa2a5b4	76.757	99.475
4b24915e-2e3a-4d50-946b-fa511efba8d2	76.495	99.637
4b265a95-7031-46a1-a988-3443e19583ce	73.520	99.158
4b268e08-d2de-4878-899f-03ef0990e2c3	72.656	98.517
4b27bd1d-86e2-4546-b58d-a7a31835bc81	77.115	98.932
4b27dd76-a834-4ae6-834b-548899d7ee9c	87.119	99.825
4b31a9e3-e15e-4f28-9d23-baf9f977e5f9	78.744	97.898
4b38b953-06df-48b7-90ce-c4431f4b456e	71.944	97.863
4b4e3419-cbe9-44aa-88ad-2ec0878a5a09	83.918	98.966
4b4f5ae5-0f2f-47f9-88fe-bcb39d90a061	77.381	99.235
4b512565-be39-41e2-aa5b-a40b82bd885c	72.924	97.339
4b5342ef-e441-4558-a5e1-d2ebf95493c1	74.097	99.577
4b55699f-2f6d-459c-be3b-2b4f27c350c2	72.816	98.901
4b57ec34-d036-40dc-b552-1258ee43de88	73.692	99.792
4b580dd8-ede0-4272-9e85-fd548cc4b242	72.419	99.336
4b5cbbd1-2562-4086-969e-9ef5721855a8	77.081	98.366
4b5cfdc4-dcde-4536-a3d2-d16bbbe326b0	82.582	98.896
4b6265b3-d24e-436c-a600-306133bededc	79.124	99.632
4b690d11-9b1b-4d3b-9fa8-ef908da9b9a2	94.404	99.755
4b6f0fa3-1c98-487f-a878-992167f8b308	72.197	98.770
4b7175e0-20ac-42f6-92b9-af46160a12ab	91.385	99.618
4b77da5c-881d-409a-99e6-9d37b8eaf957	72.664	98.321
4b792722-2a20-4c62-9922-038bff89c4e8	76.136	99.628
4b7cff8e-adb5-427b-b421-fd7d36bbce6a	77.298	99.462
4b7f3b93-e501-4ce5-98b5-36c06ee54c21	76.832	98.490
4b822587-3618-47cd-9d0b-e2f0a703fc34	73.765	99.376
4b828316-7eda-44c7-8fb1-76d40874bbbe	84.747	99.775
4b871626-dd1d-40b4-a0e1-206cfab26c65	92.583	99.952
4b878f00-e07c-41e6-b0b3-f42b4988f1d1	83.363	99.474
4b89693d-cdfb-4927-96ee-287f98583d58	89.837	99.871
4b8a1a52-d3c8-4010-869b-5af3c9f16de9	85.748	98.995
4b8af56d-d741-431a-818c-167727d9ee6c	69.094	96.825
4b8cdd19-44c8-4e90-ad83-c939576987ee	76.071	98.848
4b951b34-c898-4448-9cbb-31d851a3db20	77.104	99.782
4b96cf58-a893-42d3-bb32-ad37dfbe0af1	82.857	98.864
4b9b3e03-7e31-4675-ab83-64cb6ac5a754	68.369	91.353
4b9f7d42-a01a-4cbf-88ee-ca4a1e8a877e	76.269	99.463
4ba3278d-c29f-4ab0-9c05-3e6151ed9b48	77.224	98.791
4ba5a3ce-5732-436e-80dc-0cc9739053fb	77.476	98.618
4ba5b36a-89e0-4596-a7fa-962de0c57fee	75.821	98.291
4bab28ae-7629-4427-adfe-f28281359bd4	76.144	99.636
4bb1c72f-b2d3-4bcf-93e1-b73f88781128	74.086	99.358
4bb3017c-53f8-4166-b374-f3c79782087f	76.892	98.957
4bbd9647-76cf-484e-81f4-db4ae397e166	79.298	98.793
4bc041a6-312b-4b02-b45b-176fb0a0ba7f	90.083	99.803
4bc06205-aa15-45c1-ad80-ae0531342152	93.868	99.800
4bc53f42-6b35-4290-b5da-041ec432ae07	91.962	99.704
4bcadaac-ed66-40dd-920c-be514ebc7bdc	69.120	99.225
4bd058ee-067c-4340-b5cf-029a8d158812	79.132	99.647
4bd4df5f-41ba-4aa9-9ecf-263094b0e939	76.879	99.254
4bd65a1b-fda8-47ca-9e30-5d662f839a64	78.922	98.949
4bd97238-3274-431e-a8ec-4632f2038b19	86.296	99.638
4be34d32-fd93-4ff2-90aa-c08b29919d19	75.603	99.252
4be4147b-de6a-4c91-8a0f-4a049f6dc13c	73.990	99.346
4be85ba4-f80b-4f8e-b3bc-52d2f084843c	72.936	98.958
4be9f71f-b69c-4346-bcda-691c7c31ea75	67.724	96.543
4bf24f48-b0b8-4066-b488-9c05619df8a7	90.317	99.736
4bfa059f-4912-4239-8c53-6f02ee53c972	78.074	97.593
4bfc3daf-2441-4ffa-940c-656726f16f91	79.834	99.655
4bff0b8b-8818-422d-aace-90df2af92945	79.702	97.529
4c000f34-7b2c-4f64-a58a-0e3c87a277d4	75.968	98.778
4c00bf34-ea7b-482d-ba7e-5dfcb0997b38	90.535	99.805
4c013d93-b9ba-4f91-a56d-c3a5834eb0ea	92.258	99.801
4c0f1ae7-9e49-4d3e-9f7a-723b7a6414b9	73.482	99.783
4c11147c-b515-4e74-8b8a-2af1181afef0	79.667	99.553
4c131344-f25b-4e7d-b503-836df2646c8d	77.279	97.513
4c1363f8-6d5c-4b93-a55f-cb718f99b89b	76.478	99.649
4c1a819d-5dbd-447a-b6c2-aa204d474b65	77.127	99.639
4c1e9b4a-a825-42e5-ac59-1602a6bb6531	76.590	99.824
4c1f36a4-9cd3-4e62-a495-5343a8045dd9	90.841	98.073
4c1fd87e-f650-4eca-b52c-af77677dd780	58.168	99.569
4c2230b7-9a26-42a9-a1ce-676f08678b40	77.116	99.656
4c22d8ca-8fec-43a1-965b-77ee2c28fa8a	77.573	98.983
4c22f43b-3270-482a-ada9-11bd358fcf13	83.067	99.490
4c27ba13-6a74-454e-9225-48e5cfaed029	73.846	99.174
4c2b185f-b8bf-45b4-8802-d474754e5bf7	78.913	98.382
4c2d606a-b164-4df2-a707-e2485d8d487c	73.443	99.777
4c2ef33f-be04-4cbe-a3e6-a8ac8fa504bc	80.635	97.070
4c3249d6-7e76-4a59-8db0-4c054d812387	91.178	99.735
4c367e6a-6f80-4b61-87b4-6e56a7fbb076	73.376	97.269
4c3decf7-d695-4b23-9e68-daf9f461f890	73.430	98.621
4c3e155c-5dde-44d0-a292-f5dcc36c1df9	75.977	99.432
4c3f59a5-c03a-4d9d-bdd1-13ec8220e53f	72.824	99.165
4c4ce3e1-302e-4785-995c-a2d6d59857d6	74.676	98.295
4c4dffd8-faf9-424b-a263-c08290b823c1	74.322	98.206
4c5ae587-5df2-458b-93aa-692e073243dc	72.434	94.636
4c5cbbad-2544-49d9-ad87-ec2c8d1441b5	84.142	99.744
4c5e7a42-2ca4-4ba7-bd93-f66d4cf5389e	72.310	99.332
4c610d9d-5bb8-4af3-9ae5-ebbb76d44bb5	66.167	99.623
4c625d1b-891d-43a6-b9cf-fbaebb63d1ce	73.303	99.180
4c64cc05-5d15-481f-b2d2-09997fc75846	73.190	97.934
4c668f42-aa4c-4273-80f5-906f549d0cd1	77.241	100
4c6a99ee-f63c-45a1-826c-80748cf7c484	89.416	99.571
4c72391b-0360-4145-8cdb-e9ebe8e2fbb5	81.677	99.495
4c7e4bd1-0168-494a-88ff-6cec220c921e	77.763	98.856
4c7fafcc-406c-4800-9143-d83bcf37124a	74.408	99.367
4c7ffb58-eae6-40bf-b08f-c81bceeab84c	86.199	99.183
4c81a5e0-549f-41b2-80b0-0b88379fee0f	74.885	99.390
4c8853b9-8b44-4149-a4a5-414d673cb043	77.108	98.462
4c90f396-5921-4e98-8ae7-cc8262066495	74.554	100
4c928a56-67a6-4141-9733-21ff489cb239	32.562	99.442
4c928a56-67a6-4141-9733-21ff489cb239	38.710	99.442
4c96e165-23ca-462c-9d55-7f745d02e9c6	73.248	98.081
4c97ad52-2e8b-46b2-ac9c-6bf012bd8477	82.150	98.994
4c9a4029-7e00-4369-bbae-68bf343c31ce	74.862	98.545
4ca1782f-660a-45ad-a502-bf6925a51082	78.827	88.360
4ca1b192-f358-471b-834b-28d4edaf9f50	70.164	95.964
4ca1c353-26ab-4710-82e2-92ba8f4a8e46	80.072	99.701
4ca73569-0476-4f91-873b-5565bd1cdf63	27.341	96.875
4ca73569-0476-4f91-873b-5565bd1cdf63	40.637	96.875
4ca8deef-f22e-4a97-8bba-d7799b3aa01d	73.555	99.414
4cb34080-aafa-47fa-add2-b59dfa2134ea	91.705	99.851
4cc0f8a5-ad75-4157-b463-5a033ced74a0	77.959	99.826
4cc19d56-1e1f-4be4-a46c-1ba73c5d77bd	75.439	97.557
4cc9bdf0-692c-4087-ae09-a2a526e1aef6	76.923	97.393
4ccf2bc0-8c6f-4739-9a5c-3bf98be1f95e	82.065	99.369
4ccfaa43-4e7c-47d2-9750-86927e42199c	76.975	99.138
4cd5ad5b-6bc6-4038-a291-50128362e670	75.720	97.695
4cd63cb7-b36e-4f97-ac37-1fc1845173c1	83.847	99.621
4cd8cd49-db3b-4725-ad80-6f3e72a53c12	77.351	99.488
4cda9107-33ee-4bef-8439-587d0d23ec15	73.277	99.091
4ce2b162-f7cb-47e7-a1fe-bc3210c895eb	52.840	92.208
4ce7fb3a-41dd-49cd-9689-d5a9d4cccc8e	90.311	99.741
4cef2b04-5cde-4b42-9341-127acfd13d58	76.596	99.083
4cf7a970-cc61-43dc-a87e-e9ea11ef6302	77.242	98.967
4cfabd70-0df0-4829-a125-e85630f9bae3	72.893	99.549
4cfd0584-257c-479a-a5db-a5497ffa326b	81.250	99.872
4cfdab31-7378-41e6-bdb6-85d9a52a8ecc	78.207	99.471
4d040087-ae34-409a-9557-a8c0a235edd5	71.750	96.753
4d0dbef5-7756-443b-8835-a34cd6cf3721	77.406	99.484
4d0e454f-e9dd-4885-b872-c6f1793843c3	78.917	99.461
4d1778bc-df09-4f8c-a320-0f512478e3c7	76.432	98.988
4d18e5ce-c58a-443a-a656-51b406427d57	80.169	97.686
4d1ae8c7-c961-4ddd-97f1-8b27677d3cbb	84.813	98.759
4d1be632-4c2b-44a7-8f60-b72842cdc40a	73.878	98.922
4d20a0b5-1bf5-4140-9cda-9780c1f7f0bb	74.576	96.527
4d237554-0e14-4861-b655-9c8a4eb660fa	70.847	98.633
4d25c9a1-b2d3-47f0-9a98-86ee122822cc	75.217	99.087
4d306964-9326-4fd9-af60-8954914e4f24	76.017	99.450
4d345834-a0c4-428d-8786-de2bc1df69eb	82.707	99.741
4d34cca1-ee09-45c2-9e52-81f986d6fb32	76.283	99.638
4d369146-6133-4514-9831-bd7c5d231463	76.567	99.468
4d369372-d925-4cee-8b0c-0f8b24b5ba0e	83.176	99.241
4d381f0c-28e0-4a53-8980-ed4bb274335d	80.024	99.702
4d3ec261-9a9e-493b-b0d7-c75b79a8ecb9	73.201	95.161
4d4c4d6c-d324-4acd-accd-a7db4100463a	74.429	98.783
4d4c5d9a-e595-4466-8d92-fa2fa24c5025	77.280	99.381
4d4d8377-12f9-429d-b23c-3bf8e4a6a40d	77.260	99.293
4d4db5fb-d20e-44fb-a7b1-7f7fc83b5174	77.635	99.634
4d500e4b-e15d-4a42-afa7-f3859234829c	81.925	99.740
4d53876c-c83e-4fec-8935-66790725839e	71.609	98.056
4d584ae6-a34b-4a82-a9ef-1847a2f1dc9d	71.957	96.488
4d5a1b1b-dc7a-472f-8b0a-765266901451	92.526	99.709
4d5b9e5d-0522-411c-8392-6e5771494278	77.451	98.927
4d662593-4354-4500-b336-8f9f4e7e3002	82.277	98.711
4d69afa1-4fdf-42a7-bcd3-20b7eb0c02fe	74.194	99.138
4d712325-b25d-4dfd-94d7-9ea74e141845	82.421	99.240
4d71fd33-c02f-4d52-9316-e9b5153f18ed	72.500	97.479
4d850e19-59bd-47b2-a953-deb31dd8b6d1	75.923	99.106
4d853b58-5d37-4647-9da1-0db0d5bd94d5	74.238	99.184
4d890c2a-1ceb-485d-9424-7897c751244e	74.411	99.163
4d8cb8ed-e797-4342-a1b5-a47fea77ceb7	77.168	99.441
4d900f2c-02cc-4058-986f-bf470cdb6089	86.443	99.632
4d91af60-914b-41a0-9e0d-44ef5bd7a7fe	82.833	100
4d94be05-1a85-417b-bca5-0a6d7043ff6e	78.112	99.477
4d95d5f4-a231-4b49-998c-8057fe5eb189	76.486	98.951
4d965847-6254-4e9f-b4ed-b92b748d422d	74.501	98.980
4d99505c-ec36-4e39-b0db-58f38465c949	81.900	96.720
4d9d7bd9-7f68-47c7-9645-d0fa24ada34b	84.047	99.619
4d9e0f6a-10b0-410b-9a16-5a5bdb876a4d	57.263	98.545
4d9ef44f-812c-4bfc-9276-7cafae150e96	77.186	98.604
4da36e97-bfd7-4791-8e6b-e1e33dda5378	73.409	98.901
4da3ae4e-8fbd-4992-aa98-9dee065b05eb	70.607	95.772
4da624fc-de49-4b23-b0ff-851ab1f37582	82.781	99.867
4da8c310-f9c7-4f9d-a99d-1e4dd9a4d2e3	86.677	99.273
4daee688-0d5e-4964-8386-e7e838a129e2	90.928	98.995
4db05f6d-1252-4081-bc37-3f7c3df45c74	78.684	99.334
4db0dcb3-4eff-45ba-897a-5235f8e46a86	85.714	99.678
4db45f96-08db-47ae-8609-419f8de80bf5	83.351	99.870
4db780b4-2fea-4151-aa3e-f37ab8193cf5	87.540	97.798
4dc53673-9229-4947-91b3-de04d314af7b	73.132	93.300
4dc73073-6385-47eb-939f-1c47dfe694da	77.778	99.013
4dc7eefb-e4ac-43ca-a2a3-f47e4d5bd523	86.627	99.740
4dcfadbd-86a4-4e9e-a459-4eb0f3aa48f0	72.447	98.894
4dd0e90b-690d-4977-96b6-d38e165a8bdb	85.366	99.161
4dd23d0d-e447-48dc-9398-4d14e9971330	86.848	99.816
4dd9133f-6ab2-4c2c-b36b-005480884ab3	74.028	99.165
4dd95f03-33b2-442e-9705-f2eb8a284ca0	78.261	97.996
4ddd60bd-0436-48c7-a2bf-2a7891edb7d2	81.184	96.725
4dddd463-84ab-4a3b-8ba8-90b32ce4c88d	70.884	99.145
4dde57f7-a983-436b-9628-0900764de561	76.901	99.454
4de128cd-d055-4946-87e4-b9a83e4a5363	82.353	98.328
4de2245a-dae2-476e-8b50-cb853275b37e	74.760	99.151
4de28a4a-a0fd-4547-bf89-bbaece40ab55	90.201	99.869
4de66dd9-46d8-4ebd-b04c-9113c1088d1a	73.027	95.318
4de7812e-1178-4f15-a1fe-9493a5a139b0	76.540	99.618
4de78fc9-98d8-4a9e-8e15-d619f068f11e	55.797	96.137
4de7be8b-685a-4e95-97c6-41d1efa1fe80	89.550	99.331
4de8dded-1f3c-490d-a94b-b24a0791b4a1	72.240	98.920
4de90e54-603d-4697-b30c-31bba312067e	73.816	97.565
4dec79bd-28ee-4905-8a5a-9d6d20081ca0	73.849	97.186
4dede831-d7f7-456a-978c-9bc457be00cc	73.776	99.362
4df2e68d-41e4-43cf-a447-09592b35d133	74.440	97.582
4dfbd0e4-49bf-4f3b-9576-08c029e60c10	78.860	99.400
4dff6c7c-35f4-4ee7-9a5d-d1321fedec95	72.284	94.455
4e02b103-1757-4433-a231-957680b5ec2a	91.874	99.593
4e061eb9-757f-47bc-9f6e-59974c7292d6	78.690	99.548
4e06a7b8-2456-4b03-b46d-16dbc2369f7f	74.277	96.531
4e07844a-9765-4981-b2b6-8c8ab2872418	72.900	98.081
4e07dcb2-ac58-4a6a-bd1e-c5bec6554c5b	77.660	99.488
4e0ab191-bf99-44e3-8f8a-4fc6bf2a21ae	77.078	98.459
4e0b3bab-1c66-49a1-ad42-78de010d086f	73.684	98.715
4e0bd3a3-1606-4d7e-acba-0dc0bf1bbe08	79.381	99.142
4e12dd0b-2ba8-4d88-b788-6db8ea3aec04	76.144	98.736
4e166cf0-bf44-42f5-9865-ccc95a077213	74.648	98.148
4e1689e7-f024-4d68-bb68-081b2882bacc	81.458	98.861
4e1af816-eb90-4097-a621-dd38bd034c93	72.347	97.374
4e1c7d30-3487-4935-9f71-20cb61037639	91.841	99.742
4e1e5927-9b06-43e0-a3d2-92fd71541ff8	77.448	99.175
4e207cb3-e94d-48b6-bcb0-07ff3165122d	90.238	99.743
4e23c744-ef66-4f23-bd96-7164f14281b8	78.672	98.403
4e265596-ed9d-43aa-83b3-7b3679c4dcc9	73.878	98.918
4e295fbe-6994-4cbd-aaea-c1c86ff9b70f	78.261	99.482
4e2c9d80-f7fa-4b0f-8535-1690ac4a74b8	73.457	99.790
4e2f576c-5648-4ca8-af49-5a97d0be552b	78.129	99.126
4e2f7c09-336f-4bcd-9fd2-19a98f111ce8	72.364	98.693
4e2f7e99-bd5e-4207-9ddd-7d372a534279	81.283	99.871
4e360f92-b03f-48d0-bf9e-4afff82a73ff	74.693	99.387
4e361316-58e3-4046-b864-d9f1ca62f654	73.456	98.639
4e3780b7-029f-4343-b5ee-4cbac2175e38	92.671	99.852
4e39f375-1b6c-47e8-9a9a-eb56c81f488f	76.532	100
4e3b3655-a41c-4ed6-ab4f-5f7018baa02f	73.134	98.879
4e3d4ec3-6c53-4526-bb19-0580190f8352	83.398	99.077
4e4fe386-5ac5-40b1-8fd8-b16d7afe45e0	76.605	99.628
4e51c0c3-6bda-493c-a5e2-259b7bb254d7	77.260	99.296
4e58451d-4d88-4008-89af-4066040c59f3	78.150	98.475
4e5d7445-88b8-4176-8d49-8beb86942c19	72.111	97.297
4e5d9f5d-7645-4179-988d-abcff91eaddd	83.421	97.940
4e66236c-5c62-485b-890c-0d768fc9ce0b	74.149	99.378
4e6cd045-aad0-4084-9f9c-dbc37a4806b0	90.485	99.015
4e76238a-281c-4d2d-b000-2d40ff778b97	77.217	98.264
4e78f6fc-1950-43ca-85d9-27378ec40a2d	75.617	98.488
4e7fd910-0791-49b7-8f7d-a59767b194dc	86.342	99.631
4e803c4c-1782-4ce9-82cf-abb834cb3078	76.744	99.623
4e83461e-5d14-4e20-86a8-cd713d25e436	77.200	99.144
