Read	RefCov
103:558|c9568fd4-e7c7-4f9e-bc46-acf4733e6341	100
111:566|9d569f5a-72bb-4060-b7f1-ebda8fe27361	99.353
118:592|76c26084-db92-4661-bd40-2ad9b6b4cd81	100
98:565|11983a48-deff-410d-83b7-5953dfb72665	100
88:552|82a6a1d9-69ed-415a-a5e8-e71eb7c61023	100
145:615|15b38a70-1cdf-45be-95c2-51f7db0f23bb	100
104:561|a8a15006-7dbc-4510-8953-1131c6756eb9	100
107:576|40dc17a3-1364-4f74-a618-939affd67ad5	100
111:579|ceae61a7-2f0a-40ac-aa05-bb0a4e702724	100
103:580|a63da518-6772-4388-9adf-2a330266ea23	88.147
108:562|c26734c2-7158-4111-ad4b-a53674307113	100
107:573|0ba94703-4d49-471d-b995-30b91cf09182	100
98:549|804b3bce-30f5-446e-8d62-82fb8391e4ac	99.138
112:575|48740220-e937-499d-8ae0-24b73e932b21	99.353
106:559|7aa02911-32f3-4ddc-b9f3-ea0100b973ba	99.569
116:591|e702fb13-ca7e-448a-a53e-877f92824c75	100
118:593|5b5981ed-ea62-4430-b603-ea63c6c37f0c	100
111:579|08f86847-77ac-4b19-a1a0-a1a166a55f6a	98.922
124:595|0a19c526-713b-4248-a2e0-ae0fbfe4c91b	99.138
105:545|79787444-29ad-4dc7-a46e-0cade6eedb93	100
113:582|6826ad8d-3e3d-42c1-9a6b-c7a81bc1dfa6	100
115:580|ab5ee063-01b7-4047-9edb-17d4dbded458	99.784
117:578|53e424e6-222c-431d-997b-885636806a6f	99.138
121:579|59e99419-c81b-455b-affb-802e6a44fc2a	100
109:568|ddc6e769-84bc-4076-a535-86e7040b5f57	99.138
97:560|9eec61e3-06aa-46a1-870a-cf09259d63f3	100
116:580|9087c48b-1e1e-4de5-99d0-7e7e1ca8b017	100
116:579|9fc6c0b1-1619-4336-a550-e31c563f4c36	100
110:578|fa1511ef-19be-42c0-bc4f-daf050fe2ce5	100
94:551|c28c7211-db5a-49e9-b274-3a6d58c2e4b9	100
129:580|11e70302-2695-4940-90b2-3531728acc74	100
111:586|dea4d620-84d0-4f30-b23c-422b143ad238	100
108:582|7ba2d4dd-7ec6-4451-a267-05be5427ecf9	99.138
112:582|22ad7e02-3fb0-4b17-b5dd-8f05b4699b9f	100
103:554|ea27b967-7bc9-4e7e-9ba8-5dd4362f0fb0	99.569
94:561|aa3e7685-a463-4376-8f80-67f440eb750b	99.569
106:571|473cac07-9edb-4d2f-9e09-efd3892a396a	99.569
113:576|d9be097f-9910-45ef-9d58-d2cae30915cc	100
102:542|9c241d6b-9999-4bc3-9044-2475000c23ae	99.353
103:576|21c9d499-fb4b-44a1-b1bb-924d2edf5d46	99.353
117:589|e8654e3d-95cc-48ab-b2a2-a8f978d1fa51	100
105:571|94b00813-4c06-4e35-a786-b594a24d0daf	99.569
112:582|0adc8d01-0214-4ab4-94b1-9cc72e5f59e3	100
104:581|ce2947b0-6a43-4553-87f1-f294d7463e92	100
112:584|025242d5-e4fd-4177-94e8-7b536ef605b8	100
111:580|f56fb998-3fff-4b7c-b34b-4006dd1be300	97.414
104:555|b6760242-dccd-4f73-bf63-f608873cb810	99.569
117:612|e5f8fd0a-8cfb-489c-ac68-d99b664645e6	98.707
108:578|5981e634-38f5-4c6a-9a67-3f3e1903e926	98.491
106:577|9d9ec442-645d-4623-9b54-ec207aaa90c1	100
110:566|2e14962b-2c2e-4913-9b88-b885bc28502a	100
110:559|3eb4b73f-80dc-4a1e-b379-7157373daa04	99.353
108:569|db091517-1412-45e6-940c-0ad523c780fc	99.784
106:566|3ebf010e-e0bf-474c-a1f3-0ece3c3900dc	99.784
123:594|eab6f8a1-5b20-4d93-85af-3930171ea963	99.784
108:556|9640bffd-1cf8-4519-a357-f5dccc1cb54f	99.353
113:583|7a740239-b201-477f-aab6-ded75686cefd	99.784
95:558|dfdf6315-fe95-4bfc-aaf6-824854fb2934	99.784
112:568|ba803571-ae37-477c-86ff-142f9456c2ab	99.784
132:593|8788f769-e3ab-4eaa-b525-0ec6d0da18d3	99.353
93:554|7e6cf1c8-d574-49a2-874c-5495279ea5f6	99.784
103:571|4b38b953-06df-48b7-90ce-c4431f4b456e	99.784
113:583|4aab536f-36e4-43a3-9f6d-d74f8e77214d	99.353
111:568|9fe54e99-e8ae-43b3-ab18-f9cc50f4ac0b	99.784
109:573|05a5ec47-3f90-458d-9ad8-66f8f69eb3d4	99.784
112:577|e350f5c9-5058-4e59-b643-1fa9464797aa	99.353
108:563|2f6fd2a3-168f-4117-bd55-a1c73e799c94	99.784
109:582|4b5342ef-e441-4558-a5e1-d2ebf95493c1	99.784
100:568|3d2404ea-8925-44bc-8ac7-568ed41f6bb0	99.784
86:552|e78ae05d-7d8f-48bb-b827-eb19b8135ae5	99.784
109:558|15ef246a-e222-4f65-82d7-76c485c9c64f	99.784
104:563|a69a26fe-488d-4673-b6a1-7b87a74c0574	99.353
100:559|43bb2691-7c29-4f03-a37c-937033c4bd6c	99.569
106:555|76abc7ce-d672-408a-b02d-9616c6fb3b57	98.491
96:552|d20c8459-4e0d-486a-ac59-c90bc82e2afc	94.612
105:571|c7599d2c-122f-487c-aede-888cca42c5ba	99.784
106:566|1e19b21f-be4f-4761-959c-b66c54106d23	99.784
106:586|1178b3af-9211-46f6-9c24-e2cc98f5c8a7	99.784
97:586|131b0eb7-ef20-4cdc-b3c4-c988e6af289c	99.784
110:557|d34d43ae-3744-4596-85dd-091d86274289	99.784
109:576|99a7abf8-b7cd-441c-9429-2abb0eb6c8e2	99.353
108:577|be18abad-362e-44ef-8de8-fc62717357b1	99.784
111:580|b60b5689-24d0-4621-8b10-1e132ffdcf6b	99.784
113:579|5e28eaa0-6717-4ebd-a2e6-490e66ee8f14	99.784
137:596|61cdb41a-37d5-411d-bb0a-1c80a26dbe06	99.784
108:561|9929aa62-cd57-4a60-9cb6-6ed813f3869c	99.784
101:549|8f6c59cd-0566-4821-b655-ae1a2a4b03ad	99.784
764:1229|a7672896-bdb5-4867-8e36-c764d419ea04	99.138
111:569|17ff0b20-29cc-45f3-b7b5-9fdb25b8b1e3	99.784
97:562|2df55c78-da86-4c36-ba0f-5b347b8c1393	98.276
107:595|a0dfa1aa-805c-44f7-91e2-e5bd098bc2ad	99.784
104:558|0f2a8357-5472-457f-b7be-5279e9d937a8	99.353
114:579|6e811b31-f6bf-4820-b1ca-9d5e438cdfe3	99.138
105:572|f41d11af-4837-403f-995a-95903f428aa7	99.784
101:562|d27b372a-1906-4524-b1a4-fed8da3d5407	99.784
106:566|c6283175-58ac-40e6-babf-4b57ba2607f5	99.784
114:584|2edf4e49-415e-4e7e-a60f-9bf9f8ab1952	99.784
103:582|89eb3977-cc32-4019-a0e0-b5d3f1bc8c27	99.784
114:568|94147590-9931-48d7-b71e-7285871fba37	99.784
104:559|4da36e97-bfd7-4791-8e6b-e1e33dda5378	99.353
93:537|8f63a487-4451-4d2e-83fd-169ab8abdfbb	99.784
114:591|46962d7a-83b8-4281-b25a-6939ff708aad	98.707
107:561|43fce76a-55b8-4f43-9795-e886083030ad	99.784
111:582|47549c21-4eb2-4db4-810f-97b770b99d88	99.353
114:567|802e57e0-f87a-43e4-8262-831a92d9d45c	96.767
117:594|c1c25806-b718-4f89-a783-7df5014f416f	98.276
108:574|56bbea73-ed3e-4356-9ef5-b2168072f9a9	99.353
91:544|72ffd774-9df2-46b4-9324-4d14e65e21aa	99.784
119:588|18adea52-1477-4f35-9eb7-89899f65770e	99.784
112:568|8e752457-b9f2-4610-af3e-0fa12997477a	99.784
118:584|d9e87cce-f1d9-473f-81a0-e0b24e7184b6	99.784
106:567|61b92faf-b0a6-474e-a426-176b6b75fc8e	99.784
94:539|b798d553-d62d-4655-a03f-74d672d46a55	99.784
109:578|8022bf7b-b9b9-482e-b95d-d922e33c0805	99.784
90:557|da8c123b-8926-43b3-a178-1bd3c1d9960f	99.353
103:551|f3780c1a-7d39-47bb-b52b-1f1e424742e9	99.784
105:569|6a024b9a-87ab-459b-a73f-a1b6ad8e453c	99.784
105:598|f50991b5-5a34-4822-bd64-7d820ba3e9ad	99.784
106:559|bfde67f1-6cab-4f90-933c-45c690729b30	99.353
115:569|bdb691dc-1de5-4d08-be67-b42d8154dd45	99.784
105:565|4a4ff6c7-4a02-4046-838b-6a46ced2bcfe	99.353
111:557|aa10700e-255f-4f73-a379-24100e7259a7	99.784
111:578|920ed40a-d310-4b0a-a328-a2603a8074d5	99.784
103:563|5e1f1253-bbc1-4223-8422-b639e8d64dc6	99.784
118:617|ee4f061f-8308-449f-af1f-97bfd6ed96b4	99.353
111:564|50141298-8b44-4b6b-82c6-9048d19c210d	99.784
104:536|32582058-fd77-41a9-8075-5100d71ea897	99.784
97:565|97b801f1-3509-40ed-9e23-645dfa8679ad	99.784
113:579|65208251-7793-47d4-afb2-5afd111fc199	99.784
104:563|a925970e-6d1a-4143-ab81-f7f3e1535346	99.784
105:557|847836ab-7e58-4173-acae-487cd28dbd32	99.569
105:561|6cc41d67-f274-4ee4-8f9f-2527a41b32a1	99.569
108:569|79a24555-bfa8-47bd-ac3e-fc23bf8f6533	98.060
99:568|c59c3d90-eaf1-4fae-939f-59baf97170b9	99.138
103:562|a098a596-b8e1-4941-be7e-8cfe01417219	99.569
97:559|d3e5c361-b4f9-4ffb-a989-b2c5166a4edd	99.353
104:561|a9cb07bd-9f09-4d17-bf41-8935541d787c	99.569
113:572|275b17c0-d1a5-412e-983c-5cd49169c2d9	99.569
103:564|47647a61-2607-4dbd-bd0b-47ab45c97c3d	99.569
111:567|13a08ae6-6ac7-41d8-885a-20ee37932242	99.569
100:577|ad2dd311-2756-42cd-b64c-8e4343e907f1	99.569
110:557|23b5aa01-bab1-45d2-937b-b7973336e19e	99.138
102:569|4bb1c72f-b2d3-4bcf-93e1-b73f88781128	99.569
101:546|d0c49750-db06-44e0-810d-ae25114c0d28	99.138
102:563|e6054791-e39e-46c8-bd42-1043813fed56	99.138
104:549|7a95c963-5bc5-43e2-b573-69dd384eedfc	98.707
105:544|4d237554-0e14-4861-b655-9c8a4eb660fa	99.569
115:562|0b1a44e8-b1a9-42d5-ad6c-b59617955953	99.569
111:596|27b0dc3e-898d-4790-9f9c-22d806cd74b2	99.569
107:574|5788cc98-d8fa-4e8e-a55d-f42c2ef85e39	99.569
116:575|c9249496-4688-4646-bfe0-023146af547d	99.569
113:571|05010960-1952-46bb-8023-d3d80a5a1ee3	99.569
109:569|c72c20b9-efa3-4d0a-9361-5bf6bd84d599	99.569
107:575|6d16290b-161b-4591-8b53-0e9f40cb8f64	99.569
105:562|242e8525-05c4-4ab5-842e-0af3099a5537	98.491
107:569|dd16a93e-773b-44a9-90dd-9c254243b5fd	99.138
116:570|2a4f70e0-013b-47a4-844e-7c5b8fdfa8a5	99.569
109:594|f27231f0-8219-4aa4-a769-6a2cf6b76ab5	99.569
108:588|8e7a04f2-03dc-4fba-ab28-f7370cbfe577	98.491
94:556|cac3c609-9432-481c-a9d8-dc9b858e3cbc	99.569
71:539|e8011a51-089f-45de-93d1-d119667fdecf	99.138
98:547|8e4d6594-8c5a-49c6-b1ed-046202750fff	99.569
105:564|c172e80b-7492-4826-8310-4c7d400a9b05	99.569
107:563|f29ccfc8-1466-49ac-a1bc-098e0f5978d5	99.569
105:565|b626edd1-52b9-4ca4-ae8f-e3e616165cd4	99.569
105:559|8a5f84c9-37cb-490c-a5c9-db93efbf8acb	99.569
110:583|f5bffb51-51de-4409-b50b-04ec1afe7c59	99.569
101:562|1afb142c-5716-46a4-82e6-b363a3df3fd9	98.922
111:569|636ca01c-31f2-4a94-86da-3b5c6d6f53ac	99.138
109:561|ac963248-0bd1-4d53-b67b-eeb0ed91a538	99.138
108:558|f09e8204-c669-4b5e-b5f2-b04b90e01de3	99.569
107:571|4d1be632-4c2b-44a7-8f60-b72842cdc40a	99.569
101:571|f785ef38-23e3-4cb9-9794-55fa0467d650	99.569
104:560|c9a73729-7bda-443e-aa86-8276c79ce820	99.138
106:551|ae1fad65-9d24-4508-8068-aec5b52805da	99.569
111:583|9ef5ec03-6ef1-410c-80a2-14884517ed7d	87.500
109:550|ae3e2ba1-617c-482c-9d01-23f509dcddc0	98.707
97:549|0d912223-eb6e-4f95-be69-726481643ec0	99.353
113:573|d3f818c3-5814-4106-a7df-5100dc16c9a5	99.569
100:553|e1107fd7-b21d-4605-b7d0-e71b8fe07f00	99.138
104:570|f112b89f-b8ca-424c-b486-bba756610c12	99.569
105:559|81b5e19e-84da-4e53-91e0-a936df8507ff	99.569
112:568|e5a84baf-b2de-49ee-b7e4-fdbd3f5a3fd1	99.569
105:570|0fcef269-71c3-4d02-ae1b-828e3ca64199	99.138
111:587|4d71fd33-c02f-4d52-9316-e9b5153f18ed	99.569
112:575|0c53355b-6f0b-4f80-8935-63f8883e46ad	99.569
115:565|07a3d255-4af6-4309-9da2-66afbb0c7faa	96.121
106:557|c67ca72a-be5e-4658-b24f-34c62790b625	99.569
110:571|e83c00d4-a017-4162-888e-51283ab17246	99.569
104:566|aba5a19c-2268-428e-8203-0d7f3f018dc5	97.198
102:534|6177187b-33b1-46c3-bfab-c8652dafab96	98.491
107:579|9afea156-9909-4748-8bc7-42f042b12284	99.569
119:582|616125da-606a-4940-b22d-2a80d03a6c73	99.569
107:573|997178a3-a91a-4279-827f-83c710076624	99.138
95:558|7dff25b1-0172-4f2b-8716-824b06c6614b	99.138
86:531|633e11a8-b5ea-4667-ade3-99eb4f4629eb	99.569
105:543|23d0ca15-2f8d-4d3e-938a-6e916075320a	99.138
108:555|ea0fab94-17f2-4b69-afdc-d4ed67654a3b	98.922
105:568|e919c080-7cf8-4f21-9714-868d4a1583a4	99.138
104:556|a0e1603d-f072-401f-b2cf-1b4646329e00	99.569
106:569|253396d5-2e32-43cf-bacd-5b1bf9b12f4b	99.569
112:581|d6019364-dbaa-4627-8cb9-57506f05a7c2	99.569
106:561|dd365ffc-2524-4c2b-b716-077c4224df54	99.353
116:574|70038711-57d2-47c0-85d6-eff2f65b3faa	99.569
107:573|a58900b7-d95f-467d-ac53-daba13a6a0d1	99.569
106:562|7a640d87-9ca8-4970-8451-43b76cd51d14	98.922
106:575|e37a088c-b3ef-4df0-a457-c64618469f76	99.138
114:575|447cd321-f29f-42ee-a253-f831d760896c	99.569
113:586|f098061a-321f-4029-a4b1-a9bf70ab5b6e	99.569
106:565|f783b835-84c4-41e3-bef8-d867c08c1e4c	98.707
103:551|7d29c52f-b4ad-4b21-8bfe-e115430dc3ee	99.569
105:559|89465775-813f-44d0-a120-0dd166eea74b	98.707
106:570|d27456a0-d213-458a-bf17-06124454e421	99.569
107:563|a69bf2a4-a0d9-4531-88fc-e40ba626b990	99.138
105:573|f2d189ab-2410-4b9e-aa1d-ebcffef9f2e5	99.569
112:569|094574f4-a12f-4165-ad60-f34c5fc22185	99.569
112:576|d29980c4-3058-4853-89ff-9bf60093cb1d	99.569
104:563|dca400a2-503e-4048-aa48-25af91c727d7	99.569
106:562|2594df1f-7ba7-429f-8d88-90afd3629b20	98.276
101:557|d169c694-e8a4-471a-8e70-e5fb78241cd0	98.707
107:565|4f3bab5b-d900-4bee-9b6d-efa313bf3531	99.569
109:569|96522114-6823-49c0-b98f-4687234fdbba	99.569
114:586|1033c85e-dd0c-4364-97ff-7c39abea99a3	99.138
106:583|7153ceda-f219-457d-a629-1f40baff1464	99.569
111:552|df6222c0-0171-47bf-8349-a1e214936412	99.138
109:561|ac114f8b-5007-406c-b148-99d2104929ef	99.569
107:567|1be85b95-b671-4a1f-aae5-553ce84217e3	99.569
96:551|5e44a7ea-15c4-43b6-9e67-25b0017bfcef	99.569
109:576|aa1b604d-06c9-4aa4-acde-259ad71dd1d2	98.707
109:571|151a45cc-4b95-410f-bdb7-805d0b275c74	99.569
109:575|8ccccbfc-a86a-433c-b5a1-25bd0b8ae5c0	99.569
111:570|856ba4a5-94e9-4444-bab2-71a1878cce80	99.569
104:559|82445523-475f-4e5e-9230-bc3bfd091015	98.060
113:568|fe95234f-c0c5-40c9-a032-dffc40a15967	99.569
106:563|9ce9bbbf-a77d-453f-a810-a1c4ce0aa2dd	99.569
109:569|f655c580-2958-4454-8ab1-8b2377374dd1	99.569
102:563|86beb9e1-d4de-4973-bf05-a458d320ed52	99.138
113:572|4be4147b-de6a-4c91-8a0f-4a049f6dc13c	99.569
106:562|6b62c6d0-cbc3-4c38-80b2-dfd41898a2b8	99.569
113:563|95cdb2b4-1006-4835-87a8-b72aa6da3daf	99.569
109:567|35e23342-2448-43ca-a375-caa82fae84e6	99.569
101:559|71b45a5c-a07d-4f02-b192-2187858b9cef	99.353
102:548|fbaec2b3-340c-450b-8f5d-291d830fd3db	99.138
105:554|25e3ff75-7855-405f-940e-8bd3276363aa	95.690
110:569|8a11f614-4b94-41c8-a129-30e2def0b61d	99.138
111:567|8dfbb4a4-ec55-475b-95ff-ac9f14d6f487	99.569
99:548|61c790bd-dba2-4ae4-9127-46f5d4bc41f5	97.198
106:558|daf7321d-aa38-4fc2-a5a5-e64dddac3e27	99.569
105:565|c269bc02-884b-4dc9-b9c0-30d183f5fde8	99.569
98:551|52dc56e7-5aa0-4bdb-a9f2-c2cdda327b4f	98.707
133:590|8cfb9718-17c6-4ef3-b97c-493e5a9ff13e	99.138
103:567|cb09134d-9dc8-4445-97e1-46826591d707	99.569
117:575|b54c3e71-cf01-4268-b1c9-6e27dc247a9a	99.138
108:562|40f8fc00-793e-45ec-974e-21a5c540ff7b	99.138
107:567|55776935-629d-4dcd-ba57-b6753f2e28f1	99.569
106:555|37681114-13f1-4f92-9152-30a17747e85b	99.569
105:572|bb391e6c-a42b-4012-b95c-1af14860749d	99.138
105:553|3d25034c-5452-40cb-87b5-2442c9b0085d	99.569
103:566|1e9a2403-7776-491d-b88f-b3170c6288ef	96.121
107:570|076e6064-a638-40a5-8525-87341d11f585	96.767
112:559|cee62caf-2e74-4715-971e-c4198dd158d6	97.198
93:546|47b93c98-c09e-4be6-bc4f-f1c5ffffa9b1	99.569
113:570|0dbf752e-d1b7-4f55-a58b-e4d383b6a973	99.569
106:561|1cc87b8b-db27-4a52-b107-da84f0d08283	99.569
111:584|1e1df8ae-c6fa-4621-aa10-6c803b2b2714	99.569
113:564|1813c1d2-4194-40d7-879d-4fd4f525ba7d	99.138
107:570|c83f1147-7cb3-47a5-8ac0-72523a4a2c08	99.569
103:563|d5146fab-d125-493b-95bb-d5646f77db3e	99.569
105:551|3e81a57b-cb59-4b0c-b0c2-eeab17a92318	98.922
107:552|2b4678e9-7271-4562-a6be-9ed6b1717ce6	99.569
106:554|b7089e9c-213d-44a3-913f-e38bade2d870	99.569
110:577|0c1f7038-260a-4e24-99c5-3f65d0763f6b	99.569
88:547|2a140a48-4839-400a-9642-ec560f8abef5	96.983
102:564|3b1d27d9-68e5-4f3c-a524-744167f77e9d	99.569
111:559|db799501-0a05-4e06-ad9f-aa695307a4e8	99.569
110:571|735febe1-b9af-43b5-9a08-ee821856fef3	99.569
110:581|779f51c5-842b-4a91-b220-be4a8c54882d	99.569
105:567|eff6ae9c-2e72-406f-8979-2f7133c9e3ae	99.569
119:590|6c99ed70-e82f-4f89-a11e-9970aa2ccabd	99.569
94:543|e3c8f9e8-894a-4868-86f4-9309867b03d0	99.569
103:564|40d90bda-dfee-4324-a9b4-359e9ebf9b08	98.491
109:566|a4b80d3f-a0da-4dc0-a3a1-068a9f94d5f0	98.707
112:559|9af0b078-b307-45f7-9aa6-b99849190553	91.595
102:570|c3057a41-efb4-4dc0-bc7d-be7607377935	99.569
99:556|8408a260-80dc-41c7-82f1-6857c8190cb5	99.353
110:575|4982a305-7fec-425d-a019-1a2349b92a6a	99.569
107:557|13b1ccd7-4060-40da-955d-750308c6e89d	99.569
108:586|0864995f-d79d-4964-a336-e03b97672988	99.569
108:560|b3e15290-6c0f-4041-a2a7-adcd7a9ded44	99.569
107:559|ba6b4596-7c5b-46a8-ab8b-44ba5fb4b6d6	99.138
113:577|5ec66759-f53f-4cc4-9ae0-8b598394e429	99.569
102:551|607b37db-6ea2-41c8-8ea8-51c7d5ef0d4b	99.138
109:559|3ede2969-aecc-443e-a7df-92cce4ba50da	99.138
108:557|990f62f8-944f-4f9c-9918-56dfbbd39dc7	99.569
111:573|2d52d47e-4ebd-4d00-8a98-14f6ebad3262	99.569
106:576|8e1ab3cb-ac16-4e86-80fd-27004aa3d408	99.569
101:560|610b5875-d117-47b8-9ee6-ca2762b4071b	98.491
106:542|96441805-d407-46ce-af67-6f48328f95aa	99.569
97:571|87b29598-4a02-4c3e-850d-3ca85b988f3d	99.569
112:574|01c1f6d1-9dbb-4503-a641-a6338352158c	99.569
106:566|a310b723-7125-4fa0-a246-f0128a2affe4	99.569
106:566|59e53900-55fc-4daf-969e-4adc09de2466	99.569
110:574|1d8c2f49-b937-4daf-9505-af43ae8ea537	99.138
121:591|2ade1c86-c0ff-45ea-9ae0-c6c0a7bfcdc1	99.569
107:557|c6c07b13-3613-4458-a176-0b8c002a50ce	99.569
108:579|aeccf1eb-9d05-4d6e-839b-6eac4b8fa393	99.569
104:555|5c22a11e-86b7-4ba8-bb75-b391336c944f	99.138
112:556|c66c83e8-7740-4b20-9c2e-10ae06c2e2f2	98.707
110:570|ebc1f46f-8a41-4431-88f5-62b21f2c6be7	99.138
108:563|41f4f89d-2d50-45ea-bca0-9103abbb0412	99.569
115:561|4e3b3655-a41c-4ed6-ab4f-5f7018baa02f	99.569
84:547|a87c037b-6302-4250-a648-01e2c9fbc902	99.569
116:559|670018d5-8134-498a-ab91-5543c4edd0c3	98.922
113:572|4ed240fa-790a-4085-8636-bd0218c1d673	99.569
102:561|a65704ea-9b48-4778-b970-f2c50c55958b	99.569
105:572|e38db75e-5c4a-4eb8-8817-c99849152e0e	99.569
105:574|ea90be70-49c7-47be-999b-09aa9eeb7fd5	98.060
113:570|eb4eee14-bfbc-43c0-8663-238b800bd88c	99.138
107:570|b958eb12-5985-473b-9718-ec464c901867	99.569
109:573|a537b701-231c-4d61-81dd-cb8a4d362d7a	96.983
106:554|baf487d6-7175-4503-9b31-e8eea4e410e0	99.138
104:551|d867e97f-e634-4a3a-8554-94f36b7ffbd8	99.569
105:563|f5f1bdbe-a26b-4d3e-a8ad-bd6e6b422e18	99.569
102:554|158fbef3-abd6-4f4e-9895-e468c6f76eb6	99.569
102:556|410f3275-5221-4b6b-a953-152fc1bf2315	99.569
114:577|8822d5d6-019b-4282-9096-5c3b3c6155af	99.569
103:565|58f86aa0-f50d-438c-ae16-9ba6fea5b546	99.569
102:569|17f27848-8086-4520-bd42-e0e7cbaf6c73	99.138
107:566|3007580a-a1f5-4a54-8f50-41af29ea8c75	99.569
97:563|c1761747-ff0d-4bcf-b3af-843055dd2ed6	99.569
107:545|dcafea74-1087-4b56-8de2-f568052c3036	99.569
109:564|081cfd2b-3b31-4acd-acea-f38d7b5134b7	99.138
105:568|876ac261-5ebf-4064-a8a9-a595e126f923	99.138
108:568|850e993c-9725-455c-8ba1-2b7aba9eabc4	98.707
106:561|16bccaa7-7fe5-4630-a0a9-7391983b43ca	99.353
105:558|bec86bca-f9b0-4c40-886d-d68c371eb202	99.569
109:568|7d30d22e-2333-4f80-b41b-115a06d2d615	99.138
99:555|14238d7e-81e9-4a9c-a822-1ff560980d0a	96.552
112:567|a1c015b7-3f37-421f-8ac8-20131275f5a3	99.569
108:560|5ba959f1-443e-4698-a61e-6b48f4ec1838	99.138
82:542|79d308fa-159b-4aff-a521-6c289bbbbe8d	99.569
113:574|f1e5c042-6bf7-40ba-b5cf-729f95bfd897	99.569
108:562|5d0a9dac-78b0-4335-9b6e-41324e221c96	99.353
100:560|549dd872-7ae1-4058-b2c8-9da73a7b82ae	99.569
113:585|43096ed1-51ec-40ef-9501-4a3714132ea1	98.922
100:552|f4999069-a19e-4f4f-aeb3-7444734fb587	99.569
108:568|5ad3815c-efdf-49bf-9331-aba49578d4db	99.569
107:562|6afd4ba8-0c63-43c4-818e-5a374b2c5ad0	99.138
112:573|0ecd6bba-4dff-46c3-8e1a-8e54aace8ee0	99.569
115:576|d495d3ae-9c7f-4534-8e50-4a1d7fe8344d	99.569
107:562|6e602461-02d6-457e-8f56-2514d6c9b295	99.569
106:574|fd93f8e2-1f5f-4958-aa77-0442fee0599f	99.569
112:580|5e52bf6e-8b83-45c4-abf6-cf297f14c73e	99.569
117:581|9a98508d-d3ed-4dc3-a4e7-11e4f8a0556e	99.569
105:554|ade3412f-0f79-444a-8293-0a0f72613289	97.198
105:570|ca7b30e1-754e-4b97-89b4-a4188da1486e	98.491
103:565|4d040087-ae34-409a-9557-a8c0a235edd5	98.491
103:550|d00ffbed-5585-431e-a65b-9e942ed51442	99.569
110:565|6453eb1c-5424-4ae7-9da9-fbf50bd4661c	99.569
115:557|1fb37a76-63f5-43f3-896f-0a8e3e1177a4	99.353
108:569|7fcb9daa-9ca8-4d9e-993d-92f0d3da2b80	99.569
106:563|3ad4dbbb-23a4-4da4-8104-83535446e927	99.569
106:559|042e8374-efe3-4b56-a9d4-731672f7de0f	99.569
105:564|121366ce-ff82-4c0d-9026-b218cc1c2e29	99.569
106:556|5776a7d0-6b48-4083-b395-9f10ad3b52fa	99.138
103:566|e35f1c39-71d0-411b-a5b7-3909eef99595	99.569
102:558|76acb1f3-1f95-4dea-a24b-619a5b804bce	99.138
103:572|ecdb7415-2670-4f83-afd6-78857bff7055	99.569
107:576|3bd14595-4fa3-4578-9395-60acd2da770d	99.569
108:558|dc3246d5-9121-4909-93a8-321441fe31b0	99.138
109:574|517d10ac-3dba-4b1d-bd80-3192121e5c28	99.569
104:558|e23c9c01-f40f-4223-95bd-f5a8d2865a10	99.569
111:581|7f3eba1f-188b-4a5a-bf36-6545bb60841b	98.707
107:561|6831c9d8-2e73-4476-b17e-6f67e5672ce9	99.569
109:559|ca881331-9dac-44c2-a4c2-02bc515ba9f6	99.569
112:573|9a52229e-1522-4e0a-ac9d-9a6fbb412c50	99.569
106:555|3a55113c-611b-46cd-8262-d0f3ba4675f4	99.569
106:564|238766af-ca7f-450d-9a18-24037b8180fe	98.060
109:565|ab8972a4-f346-475d-b36e-ca61a3454d34	97.629
105:538|41762ae8-22dc-4155-bc24-b2c81205a68f	97.629
100:562|6d949405-ec26-4f1a-bd89-5e24bab92666	99.138
103:565|9bd35822-de14-4d6a-9e7e-db4f7b8e79da	99.569
103:563|5e4349a8-9c43-4e14-964f-0845b272ac2d	99.138
128:576|8050236f-ae18-48d0-af80-373a70e58ecf	98.922
103:577|3c78b36b-8590-40a7-a3c9-9ff616d8728c	98.491
112:570|d83d06a8-8b15-40bc-a980-153f4023b124	99.569
103:562|b77018ff-5963-4842-a2cf-56e5a7d959b2	99.138
113:558|b01f4647-417e-456a-82ad-2a19d9bc4820	99.138
90:529|3aa5b209-fdfb-41fe-b0bd-b9a7d13d6ebf	99.569
108:574|6f715fae-9614-4e85-b11d-22a6d14102bd	99.138
111:573|30545c9f-9697-4a49-806f-b7b0c6965dd8	99.138
107:564|0c1e1dac-b7db-46d3-a2cc-09b7d5798a0b	99.569
117:559|ecb338ff-18d8-497e-9148-6e19444f3cef	99.569
110:562|c6d73e7e-8c07-4ee4-ae6a-5c1273472b18	99.138
117:583|7ebd06d3-de56-4b2e-8858-41bbda49a825	99.353
104:553|e53cc233-b00d-48b7-b008-2ae29826114c	99.353
109:575|f482e3fb-c920-458c-9e34-8b7d49c36d82	98.922
104:568|003c5ff5-386d-4d03-99bb-878a2ce79f0c	99.353
99:562|c1acae7e-bb38-4c94-ba5f-e0a48cdc9f32	99.353
104:568|0e6d330e-561e-4a8d-8d66-5174982a2074	99.353
103:556|ba335b8f-5166-43a1-9f54-d977c9a24a4a	99.353
111:578|364025c9-893f-4282-a726-821b20f1567e	99.353
